sequenceID	gb_subtype	rec_subtype	strain	gb_segment	rec_segment	iso_host	iso_source	iso_country	lab_host	iso_year	iso_month	iso_day	length	pubmed_id
LC123771	-	-	C/Miyagi/12/2004	5	5	Homo sapiens	-	Japan:Miyagi	-	2004	-	-	1754	27384661
LC123772	-	-	C/Miyagi/25/2004	5	5	Homo sapiens	-	Japan:Miyagi	-	2004	-	-	1754	27384661
LC123773	-	-	C/Miyagi/42/2004	5	5	Homo sapiens	-	Japan:Miyagi	-	2004	-	-	1754	27384661
LC123774	-	-	C/Miyagi/47/2004	5	5	Homo sapiens	-	Japan:Miyagi	-	2004	-	-	1754	27384661
LC123775	-	-	C/Yamagata/1/2005	5	5	Homo sapiens	-	Japan:Yamagata	-	2005	-	-	1754	27384661
LC123776	-	-	C/Yamagata/2/2005	5	5	Homo sapiens	-	Japan:Yamagata	-	2005	-	-	1754	27384661
LC123777	-	-	C/Miyagi/2/2005	5	5	Homo sapiens	-	Japan:Miyagi	-	2005	-	-	1754	27384661
LC123778	-	-	C/Miyagi/4/2005	5	5	Homo sapiens	-	Japan:Miyagi	-	2005	-	-	1754	27384661
LC123779	-	-	C/Fukuoka/1/2005	5	5	Homo sapiens	-	Japan:Fukuoka	-	2005	-	-	1754	27384661
LC123780	-	-	C/Fukuoka/2/2006	5	5	Homo sapiens	-	Japan:Fukuoka	-	2006	-	-	1754	27384661
LC123781	-	-	C/Yamagata/1/2006	5	5	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	1754	27384661
LC123782	-	-	C/Yamagata/9/2006	5	5	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	1754	27384661
LC123783	-	-	C/Yamagata/13/2006	5	5	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	1754	27384661
LC123784	-	-	C/Yamagata/14/2006	5	5	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	1754	27384661
LC123785	-	-	C/Yamagata/20/2006	5	5	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	1754	27384661
LC123786	-	-	C/Miyagi/4/2006	5	5	Homo sapiens	-	Japan:Miyagi	-	2006	-	-	1754	27384661
LC123787	-	-	C/Yamagata/3/2008	5	5	Homo sapiens	-	Japan:Yamagata	-	2008	-	-	1754	27384661
LC123788	-	-	C/Yamagata/11/2008	5	5	Homo sapiens	-	Japan:Yamagata	-	2008	-	-	1754	27384661
LC123789	-	-	C/Yamagata/16/2008	5	5	Homo sapiens	-	Japan:Yamagata	-	2008	-	-	1754	27384661
LC123790	-	-	C/Yamagata/18/2008	5	5	Homo sapiens	-	Japan:Yamagata	-	2008	-	-	1754	27384661
LC123791	-	-	C/Miyagi/2/2008	5	5	Homo sapiens	-	Japan:Miyagi	-	2008	-	-	1754	27384661
LC123792	-	-	C/Miyagi/3/2010	5	5	Homo sapiens	-	Japan:Miyagi	-	2010	-	-	1754	27384661
LC123793	-	-	C/Tokyo/3/2010	5	5	Homo sapiens	-	Japan:Tokyo	-	2010	-	-	1754	27384661
LC123794	-	-	C/Yamagata/1/2012	5	5	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	1754	27384661
LC123795	-	-	C/Yamagata/3/2012	5	5	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	1754	27384661
LC123796	-	-	C/Yamagata/4/2012	5	5	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	1754	27384661
LC123797	-	-	C/Yamagata/7/2012	5	5	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	1754	27384661
LC123798	-	-	C/Yamagata/14/2012	5	5	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	1754	27384661
LC123799	-	-	C/Yamagata/28/2012	5	5	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	1754	27384661
LC123800	-	-	C/Yamagata/29/2012	5	5	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	1754	27384661
LC123801	-	-	C/Miyagi/2/2012	5	5	Homo sapiens	-	Japan:Miyagi	-	2012	-	-	1754	27384661
LC123802	-	-	C/Fukuoka/1/2012	5	5	Homo sapiens	-	Japan:Fukuoka	-	2012	-	-	1754	27384661
LC123803	-	-	C/Yamagata/6/2014	5	5	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	1754	27384661
LC123804	-	-	C/Yamagata/13/2014	5	5	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	1754	27384661
LC123805	-	-	C/Yamagata/16/2014	5	5	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	1754	27384661
LC123806	-	-	C/Yamagata/30/2014	5	5	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	1754	27384661
LC123807	-	-	C/Yamagata/32/2014	5	5	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	1754	27384661
LC123808	-	-	C/Yamagata/33/2014	5	5	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	1754	27384661
LC123809	-	-	C/Yamagata/35/2014	5	5	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	1754	27384661
LC123810	-	-	C/Miyagi/2/2014	5	5	Homo sapiens	-	Japan:Miyagi	-	2014	-	-	1754	27384661
LC123811	-	-	C/Miyagi/5/2014	5	5	Homo sapiens	-	Japan:Miyagi	-	2014	-	-	1754	27384661
LC123812	-	-	C/Miyagi/6/2014	5	5	Homo sapiens	-	Japan:Miyagi	-	2014	-	-	1754	27384661
LC123813	-	-	C/Tokyo/1/2014	5	5	Homo sapiens	-	Japan:Tokyo	-	2014	-	-	1754	27384661
LC123814	-	-	C/Tokyo/4/2014	5	5	Homo sapiens	-	Japan:Tokyo	-	2014	-	-	1754	27384661
LC123815	-	-	C/Great Lakes/1167/1954	6	6	Homo sapiens	-	USA	-	1954	-	-	1125	27384661
LC123816	-	-	C/Johannesburg/4/67	6	6	Homo sapiens	-	South Africa	-	1967	-	-	1125	27384661
LC123817	-	-	C/Paris/1/67	6	6	Homo sapiens	-	France	-	1967	-	-	1125	27384661
LC123818	-	-	C/Georgia/1/69	6	6	Homo sapiens	-	USA	-	1969	-	-	1125	27384661
LC123819	-	-	C/Yamagata/7/81	6	6	Homo sapiens	-	Japan:Yamagata	-	1981	-	-	1125	27384661
LC123820	-	-	C/Yamagata/10/1981	6	6	Homo sapiens	-	Japan:Yamagata	-	1981	-	-	1125	27384661
LC123821	-	-	C/Yamagata/4/92	6	6	Homo sapiens	-	Japan:Yamagata	-	1992	-	-	1125	27384661
LC123822	-	-	C/Yamagata/5/92	6	6	Homo sapiens	-	Japan:Yamagata	-	1992	-	-	1125	27384661
LC123823	-	-	C/Yamagata/5/2002	6	6	Homo sapiens	-	Japan:Yamagata	-	2002	-	-	1125	27384661
LC123824	-	-	C/Yamagata/7/2002	6	6	Homo sapiens	-	Japan:Yamagata	-	2002	-	-	1125	27384661
LC123825	-	-	C/Miyagi/4/2002	6	6	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	1125	27384661
LC123826	-	-	C/Miyagi/11/2002	6	6	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	1125	27384661
LC123827	-	-	C/Miyagi/20/2002	6	6	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	1125	27384661
LC123828	-	-	C/Miyagi/28/2002	6	6	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	1125	27384661
LC123829	-	-	C/Miyagi/31/2002	6	6	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	1125	27384661
LC123830	-	-	C/Yamagata/3/2004	6	6	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	1125	27384661
LC123831	-	-	C/Yamagata/14/2004	6	6	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	1125	27384661
LC123832	-	-	C/Yamagata/15/2004	6	6	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	1125	27384661
LC123833	-	-	C/Yamagata/18/2004	6	6	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	1125	27384661
LC123834	-	-	C/Yamagata/26/2004	6	6	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	1125	27384661
LC123835	-	-	C/Yamagata/27/2004	6	6	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	1125	27384661
LC123836	-	-	C/Miyagi/12/2004	6	6	Homo sapiens	-	Japan:Miyagi	-	2004	-	-	1125	27384661
LC123837	-	-	C/Miyagi/25/2004	6	6	Homo sapiens	-	Japan:Miyagi	-	2004	-	-	1125	27384661
LC123838	-	-	C/Miyagi/42/2004	6	6	Homo sapiens	-	Japan:Miyagi	-	2004	-	-	1125	27384661
LC123839	-	-	C/Miyagi/47/2004	6	6	Homo sapiens	-	Japan:Miyagi	-	2004	-	-	1125	27384661
LC123840	-	-	C/Yamagata/1/2005	6	6	Homo sapiens	-	Japan:Yamagata	-	2005	-	-	1125	27384661
LC123841	-	-	C/Yamagata/2/2005	6	6	Homo sapiens	-	Japan:Yamagata	-	2005	-	-	1125	27384661
LC123842	-	-	C/Yamagata/3/2005	6	6	Homo sapiens	-	Japan:Yamagata	-	2005	-	-	1125	27384661
LC123843	-	-	C/Miyagi/2/2005	6	6	Homo sapiens	-	Japan:Miyagi	-	2005	-	-	1125	27384661
LC123844	-	-	C/Miyagi/4/2005	6	6	Homo sapiens	-	Japan:Miyagi	-	2005	-	-	1125	27384661
LC123845	-	-	C/Fukuoka/1/2005	6	6	Homo sapiens	-	Japan:Fukuoka	-	2005	-	-	1125	27384661
LC123846	-	-	C/Fukuoka/2/2006	6	6	Homo sapiens	-	Japan:Fukuoka	-	2006	-	-	1125	27384661
LC123847	-	-	C/Yamagata/1/2006	6	6	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	1125	27384661
LC123848	-	-	C/Yamagata/9/2006	6	6	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	1125	27384661
LC123849	-	-	C/Yamagata/13/2006	6	6	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	1125	27384661
LC123850	-	-	C/Yamagata/14/2006	6	6	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	1125	27384661
LC123851	-	-	C/Yamagata/20/2006	6	6	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	1125	27384661
LC123852	-	-	C/Miyagi/4/2006	6	6	Homo sapiens	-	Japan:Miyagi	-	2006	-	-	1125	27384661
LC123853	-	-	C/Yamagata/1/2007	6	6	Homo sapiens	-	Japan:Yamagata	-	2007	-	-	1125	27384661
LC123854	-	-	C/Yamagata/3/2008	6	6	Homo sapiens	-	Japan:Yamagata	-	2008	-	-	1125	27384661
LC123855	-	-	C/Yamagata/11/2008	6	6	Homo sapiens	-	Japan:Yamagata	-	2008	-	-	1125	27384661
LC123856	-	-	C/Yamagata/16/2008	6	6	Homo sapiens	-	Japan:Yamagata	-	2008	-	-	1125	27384661
LC123857	-	-	C/Yamagata/18/2008	6	6	Homo sapiens	-	Japan:Yamagata	-	2008	-	-	1125	27384661
LC123858	-	-	C/Miyagi/2/2008	6	6	Homo sapiens	-	Japan:Miyagi	-	2008	-	-	1125	27384661
LC123859	-	-	C/Yamagata/2/2010	6	6	Homo sapiens	-	Japan:Yamagata	-	2010	-	-	1125	27384661
LC123860	-	-	C/Miyagi/3/2010	6	6	Homo sapiens	-	Japan:Miyagi	-	2010	-	-	1125	27384661
LC123861	-	-	C/Tokyo/3/2010	6	6	Homo sapiens	-	Japan:Tokyo	-	2010	-	-	1125	27384661
LC123862	-	-	C/Yamagata/1/2012	6	6	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	1125	27384661
LC123863	-	-	C/Yamagata/3/2012	6	6	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	1125	27384661
LC123864	-	-	C/Yamagata/4/2012	6	6	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	1125	27384661
LC123865	-	-	C/Yamagata/7/2012	6	6	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	1125	27384661
LC123866	-	-	C/Yamagata/14/2012	6	6	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	1125	27384661
LC123867	-	-	C/Yamagata/28/2012	6	6	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	1125	27384661
LC123868	-	-	C/Yamagata/29/2012	6	6	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	1125	27384661
LC123869	-	-	C/Miyagi/2/2012	6	6	Homo sapiens	-	Japan:Miyagi	-	2012	-	-	1125	27384661
LC123870	-	-	C/Fukuoka/1/2012	6	6	Homo sapiens	-	Japan:Fukuoka	-	2012	-	-	1125	27384661
LC123871	-	-	C/Yamagata/6/2014	6	6	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	1125	27384661
LC123872	-	-	C/Yamagata/13/2014	6	6	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	1125	27384661
LC123873	-	-	C/Yamagata/16/2014	6	6	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	1125	27384661
LC123874	-	-	C/Yamagata/30/2014	6	6	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	1125	27384661
LC123875	-	-	C/Yamagata/32/2014	6	6	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	1125	27384661
LC123876	-	-	C/Yamagata/33/2014	6	6	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	1125	27384661
LC123877	-	-	C/Yamagata/35/2014	6	6	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	1125	27384661
LC123878	-	-	C/Miyagi/2/2014	6	6	Homo sapiens	-	Japan:Miyagi	-	2014	-	-	1125	27384661
LC123879	-	-	C/Miyagi/5/2014	6	6	Homo sapiens	-	Japan:Miyagi	-	2014	-	-	1125	27384661
LC123880	-	-	C/Miyagi/6/2014	6	6	Homo sapiens	-	Japan:Miyagi	-	2014	-	-	1125	27384661
LC123881	-	-	C/Tokyo/1/2014	6	6	Homo sapiens	-	Japan:Tokyo	-	2014	-	-	1125	27384661
LC123882	-	-	C/Tokyo/4/2014	6	6	Homo sapiens	-	Japan:Tokyo	-	2014	-	-	1125	27384661
LC124977	-	-	C/Taylor/1233/1947	7	7	Homo sapiens	-	USA	-	1947	-	-	880	27384661
LC124978	-	-	C/Great Lakes/1167/1954	7	7	Homo sapiens	-	USA	-	1954	-	-	880	27384661
LC124979	-	-	C/Johannesburg/1/66	7	7	Homo sapiens	-	South Africa	-	1966	-	-	880	27384661
LC124980	-	-	C/Paris/1/67	7	7	Homo sapiens	-	France	-	1967	-	-	880	27384661
LC124981	-	-	C/Georgia/1/69	7	7	Homo sapiens	-	USA	-	1969	-	-	880	27384661
LC124982	-	-	C/Mississippi/80	7	7	Homo sapiens	-	USA	-	1980	-	-	880	27384661
LC124983	-	-	C/Yamagata/7/81	7	7	Homo sapiens	-	Japan:Yamagata	-	1981	-	-	880	27384661
LC124984	-	-	C/Yamagata/10/1981	7	7	Homo sapiens	-	Japan:Yamagata	-	1981	-	-	880	27384661
LC124985	-	-	C/England/892/1983	7	7	Homo sapiens	-	United Kingdom	-	1983	-	-	880	27384661
LC124986	-	-	C/Yamagata/4/92	7	7	Homo sapiens	-	Japan:Yamagata	-	1992	-	-	862	27384661
LC124987	-	-	C/Yamagata/5/2002	7	7	Homo sapiens	-	Japan:Yamagata	-	2002	-	-	862	27384661
LC124988	-	-	C/Yamagata/7/2002	7	7	Homo sapiens	-	Japan:Yamagata	-	2002	-	-	862	27384661
LC124989	-	-	C/Miyagi/4/2002	7	7	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	862	27384661
LC124990	-	-	C/Miyagi/11/2002	7	7	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	862	27384661
LC124991	-	-	C/Miyagi/20/2002	7	7	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	862	27384661
LC124992	-	-	C/Miyagi/28/2002	7	7	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	862	27384661
LC124993	-	-	C/Miyagi/31/2002	7	7	Homo sapiens	-	Japan:Miyagi	-	2002	-	-	862	27384661
LC124994	-	-	C/Yamagata/3/2004	7	7	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	862	27384661
LC124995	-	-	C/Yamagata/14/2004	7	7	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	880	27384661
LC124996	-	-	C/Yamagata/15/2004	7	7	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	862	27384661
LC124997	-	-	C/Yamagata/18/2004	7	7	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	862	27384661
LC124998	-	-	C/Yamagata/26/2004	7	7	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	880	27384661
LC124999	-	-	C/Yamagata/27/2004	7	7	Homo sapiens	-	Japan:Yamagata	-	2004	-	-	862	27384661
LC125000	-	-	C/Miyagi/12/2004	7	7	Homo sapiens	-	Japan:Miyagi	-	2004	-	-	862	27384661
LC125001	-	-	C/Miyagi/25/2004	7	7	Homo sapiens	-	Japan:Miyagi	-	2004	-	-	862	27384661
LC125002	-	-	C/Miyagi/42/2004	7	7	Homo sapiens	-	Japan:Miyagi	-	2004	-	-	862	27384661
LC125003	-	-	C/Miyagi/47/2004	7	7	Homo sapiens	-	Japan:Miyagi	-	2004	-	-	862	27384661
LC125004	-	-	C/Yamagata/1/2005	7	7	Homo sapiens	-	Japan:Yamagata	-	2005	-	-	880	27384661
LC125005	-	-	C/Yamagata/2/2005	7	7	Homo sapiens	-	Japan:Yamagata	-	2005	-	-	880	27384661
LC125006	-	-	C/Yamagata/3/2005	7	7	Homo sapiens	-	Japan:Yamagata	-	2005	-	-	880	27384661
LC125007	-	-	C/Miyagi/2/2005	7	7	Homo sapiens	-	Japan:Miyagi	-	2005	-	-	880	27384661
LC125008	-	-	C/Miyagi/4/2005	7	7	Homo sapiens	-	Japan:Miyagi	-	2005	-	-	880	27384661
LC125009	-	-	C/Fukuoka/1/2005	7	7	Homo sapiens	-	Japan:Fukuoka	-	2005	-	-	880	27384661
LC125010	-	-	C/Fukuoka/2/2006	7	7	Homo sapiens	-	Japan:Fukuoka	-	2006	-	-	880	27384661
LC125011	-	-	C/Yamagata/1/2006	7	7	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	880	27384661
LC125012	-	-	C/Yamagata/9/2006	7	7	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	880	27384661
LC125013	-	-	C/Yamagata/13/2006	7	7	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	880	27384661
LC125014	-	-	C/Yamagata/14/2006	7	7	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	880	27384661
LC125015	-	-	C/Yamagata/20/2006	7	7	Homo sapiens	-	Japan:Yamagata	-	2006	-	-	880	27384661
LC125016	-	-	C/Miyagi/4/2006	7	7	Homo sapiens	-	Japan:Miyagi	-	2006	-	-	880	27384661
LC125017	-	-	C/Yamagata/1/2007	7	7	Homo sapiens	-	Japan:Yamagata	-	2007	-	-	880	27384661
LC125018	-	-	C/Yamagata/3/2008	7	7	Homo sapiens	-	Japan:Yamagata	-	2008	-	-	880	27384661
LC125019	-	-	C/Yamagata/11/2008	7	7	Homo sapiens	-	Japan:Yamagata	-	2008	-	-	880	27384661
LC125020	-	-	C/Yamagata/16/2008	7	7	Homo sapiens	-	Japan:Yamagata	-	2008	-	-	880	27384661
LC125021	-	-	C/Yamagata/18/2008	7	7	Homo sapiens	-	Japan:Yamagata	-	2008	-	-	880	27384661
LC125022	-	-	C/Miyagi/2/2008	7	7	Homo sapiens	-	Japan:Miyagi	-	2008	-	-	880	27384661
LC125023	-	-	C/Yamagata/2/2010	7	7	Homo sapiens	-	Japan:Yamagata	-	2010	-	-	880	27384661
LC125024	-	-	C/Miyagi/3/2010	7	7	Homo sapiens	-	Japan:Miyagi	-	2010	-	-	880	27384661
LC125025	-	-	C/Tokyo/3/2010	7	7	Homo sapiens	-	Japan:Tokyo	-	2010	-	-	880	27384661
LC125026	-	-	C/Yamagata/1/2012	7	7	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	880	27384661
LC125027	-	-	C/Yamagata/3/2012	7	7	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	880	27384661
LC125028	-	-	C/Yamagata/4/2012	7	7	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	880	27384661
LC125029	-	-	C/Yamagata/7/2012	7	7	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	880	27384661
LC125030	-	-	C/Yamagata/14/2012	7	7	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	880	27384661
LC125031	-	-	C/Yamagata/28/2012	7	7	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	880	27384661
LC125032	-	-	C/Yamagata/29/2012	7	7	Homo sapiens	-	Japan:Yamagata	-	2012	-	-	880	27384661
LC125033	-	-	C/Miyagi/2/2012	7	7	Homo sapiens	-	Japan:Miyagi	-	2012	-	-	880	27384661
LC125034	-	-	C/Fukuoka/1/2012	7	7	Homo sapiens	-	Japan:Fukuoka	-	2012	-	-	880	27384661
LC125035	-	-	C/Yamagata/6/2014	7	7	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	880	27384661
LC125036	-	-	C/Yamagata/13/2014	7	7	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	880	27384661
LC125037	-	-	C/Yamagata/16/2014	7	7	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	880	27384661
LC125038	-	-	C/Yamagata/30/2014	7	7	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	880	27384661
LC125039	-	-	C/Yamagata/32/2014	7	7	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	880	27384661
LC125040	-	-	C/Yamagata/33/2014	7	7	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	880	27384661
LC125041	-	-	C/Yamagata/35/2014	7	7	Homo sapiens	-	Japan:Yamagata	-	2014	-	-	880	27384661
LC125042	-	-	C/Miyagi/2/2014	7	7	Homo sapiens	-	Japan:Miyagi	-	2014	-	-	880	27384661
LC125043	-	-	C/Miyagi/5/2014	7	7	Homo sapiens	-	Japan:Miyagi	-	2014	-	-	880	27384661
LC125044	-	-	C/Miyagi/6/2014	7	7	Homo sapiens	-	Japan:Miyagi	-	2014	-	-	880	27384661
LC125045	-	-	C/Tokyo/1/2014	7	7	Homo sapiens	-	Japan:Tokyo	-	2014	-	-	880	27384661
LC125046	-	-	C/Tokyo/4/2014	7	7	Homo sapiens	-	Japan:Tokyo	-	2014	-	-	880	27384661
LC327652	-	-	C/Iwate/1/2016	1	1	Homo sapiens	-	Japan:Iwate	-	2016	-	-	2320	30068890
LC327653	-	-	C/Iwate/1/2016	2	2	Homo sapiens	-	Japan:Iwate	-	2016	-	-	2318	30068890
LC327654	-	-	C/Iwate/1/2016	3	3	Homo sapiens	-	Japan:Iwate	-	2016	-	-	2139	30068890
LC327655	-	-	C/Iwate/1/2016	4	4	Homo sapiens	-	Japan:Iwate	-	2016	-	-	2027	30068890
LC327656	-	-	C/Iwate/1/2016	5	5	Homo sapiens	-	Japan:Iwate	-	2016	-	-	1754	30068890
LC327657	-	-	C/Iwate/1/2016	6	6	Homo sapiens	-	Japan:Iwate	-	2016	-	-	1125	30068890
LC327658	-	-	C/Iwate/1/2016	7	7	Homo sapiens	-	Japan:Iwate	-	2016	-	-	862	30068890
LC327659	-	-	C/Iwate/2/2016	1	1	Homo sapiens	-	Japan:Iwate	-	2016	-	-	2320	30068890
LC327660	-	-	C/Iwate/2/2016	2	2	Homo sapiens	-	Japan:Iwate	-	2016	-	-	2318	30068890
LC327661	-	-	C/Iwate/2/2016	3	3	Homo sapiens	-	Japan:Iwate	-	2016	-	-	2139	30068890
LC327662	-	-	C/Iwate/2/2016	4	4	Homo sapiens	-	Japan:Iwate	-	2016	-	-	2027	30068890
LC327663	-	-	C/Iwate/2/2016	5	5	Homo sapiens	-	Japan:Iwate	-	2016	-	-	1754	30068890
LC327664	-	-	C/Iwate/2/2016	6	6	Homo sapiens	-	Japan:Iwate	-	2016	-	-	1125	30068890
LC327665	-	-	C/Iwate/2/2016	7	7	Homo sapiens	-	Japan:Iwate	-	2016	-	-	862	30068890
LC385858	-	-	C/Ann Arbor/1/50	4	4	Homo sapiens	-	-	Canis lupus familiaris MDCK cells	-	-	-	1986	-
LC385859	-	-	C/Yamagata/15/2004	4	4	Homo sapiens	-	-	Canis lupus familiaris MDCK cells	-	-	-	1986	-
LC385860	-	-	C/Yamagata/1/2016	4	4	Homo sapiens	-	Japan:Yamagata	-	2016	-	-	1986	-
LC385861	-	-	C/Yamagata/4/2016	4	4	Homo sapiens	-	Japan:Yamagata	-	2016	-	-	1986	-
LC385862	-	-	C/Yamagata/6/2016	4	4	Homo sapiens	-	Japan:Yamagata	-	2016	-	-	1986	-
LC385863	-	-	C/Yamagata/12/2016	4	4	Homo sapiens	-	Japan:Yamagata	-	2016	-	-	1986	-
LC385864	-	-	C/Yamagata/24/2016	4	4	Homo sapiens	-	Japan:Yamagata	-	2016	-	-	1986	-
LC385865	-	-	C/Yamagata/26/2016	4	4	Homo sapiens	-	Japan:Yamagata	-	2016	-	-	1986	-
LC385866	-	-	C/Yamagata/35/2016	4	4	Homo sapiens	-	Japan:Yamagata	-	2016	-	-	1986	-
LC385867	-	-	C/Yamagata/36/2016	4	4	Homo sapiens	-	Japan:Yamagata	-	2016	-	-	1986	-
LC512487	-	-	C/Yamagata/16/2010	4	4	Homo sapiens	-	Japan:Yamagata	-	2010	-	-	1986	32135195
LC512488	-	-	C/Yamagata/2/2015	4	4	Homo sapiens	-	Japan:Yamagata	-	2015	-	-	1986	32135195
LC512489	-	-	C/Yamagata/5/2015	4	4	Homo sapiens	-	Japan:Yamagata	-	2015	-	-	1986	32135195
LC512490	-	-	C/Yamagata/10/2016	4	4	Homo sapiens	-	Japan:Yamagata	-	2016	-	-	1986	32135195
LC512491	-	-	C/Yamagata/14/2016	4	4	Homo sapiens	-	Japan:Yamagata	-	2016	-	-	1986	32135195
LC512492	-	-	C/Yamagata/25/2016	4	4	Homo sapiens	-	Japan:Yamagata	-	2016	-	-	1986	32135195
LC512493	-	-	C/Yamagata/27/2016	4	4	Homo sapiens	-	Japan:Yamagata	-	2016	-	-	1986	32135195
LC512494	-	-	C/Yamagata/28/2016	4	4	Homo sapiens	-	Japan:Yamagata	-	2016	-	-	1986	32135195
LC512495	-	-	C/Yamagata/32/2016	4	4	Homo sapiens	-	Japan:Yamagata	-	2016	-	-	1986	32135195
LC512496	-	-	C/Yamagata/37/2016	4	4	Homo sapiens	-	Japan:Yamagata	-	2016	-	-	1986	32135195
LC512497	-	-	C/Yamagata/1/2017	4	4	Homo sapiens	-	Japan:Yamagata	-	2017	-	-	1986	32135195
LC512498	-	-	C/Yamagata/2/2017	4	4	Homo sapiens	-	Japan:Yamagata	-	2017	-	-	1986	32135195
LC512499	-	-	C/Yamagata/1/2018	4	4	Homo sapiens	-	Japan:Yamagata	-	2018	-	-	1986	32135195
LC512500	-	-	C/Yamagata/2/2018	4	4	Homo sapiens	-	Japan:Yamagata	-	2018	-	-	1986	32135195
LC512501	-	-	C/Yamagata/6/2018	4	4	Homo sapiens	-	Japan:Yamagata	-	2018	-	-	1986	32135195
LC512502	-	-	C/Yamagata/8/2018	4	4	Homo sapiens	-	Japan:Yamagata	-	2018	-	-	1986	32135195
LC512503	-	-	C/Yamagata/16/2018	4	4	Homo sapiens	-	Japan:Yamagata	-	2018	-	-	1986	32135195
LC512504	-	-	C/Yamagata/19/2018	4	4	Homo sapiens	-	Japan:Yamagata	-	2018	-	-	1986	32135195
LC512505	-	-	C/Yamagata/23/2018	4	4	Homo sapiens	-	Japan:Yamagata	-	2018	-	-	1986	32135195
LC512506	-	-	C/Yamagata/31/2018	4	4	Homo sapiens	-	Japan:Yamagata	-	2018	-	-	1986	32135195
LC512507	-	-	C/Yamagata/38/2018	4	4	Homo sapiens	-	Japan:Yamagata	-	2018	-	-	1986	32135195
